Sale_ID,Product_Name,Category,Quantity,Unit_Price,Discount(%),Salesperson,Region,Payment_Method,Date,Total_Amount,Discount_Amount,Final_Amount
S1539,Headphones,Accessories,9,39841,29,Eve,East,Debit Card,23-06-24,358569,103985.01,254583.99
S1540,Tablet,Accessories,8,6276,17,Alice,South,Net Banking,24-06-24,50208,8535.36,41672.64
S1541,Smartwatch,Accessories,6,36944,9,Bob,South,Net Banking,25-06-24,221664,19949.76,201714.24
S1542,Smartwatch,Office Supplies,8,3880,20,Alice,West,Net Banking,26-06-24,31040,6208,24832
S1543,Camera,Electronics,5,9211,3,Frank,North,Debit Card,27-06-24,46055,1381.65,44673.35
S1544,Mouse,Wearables,8,9282,11,Bob,South,UPI,28-06-24,74256,8168.16,66087.84
S1545,Tablet,Office Supplies,4,17934,26,Charlie,South,UPI,29-06-24,71736,18651.36,53084.64
S1546,Camera,Electronics,8,47265,7,David,South,UPI,30-06-24,378120,26468.4,351651.6
S1547,Smartwatch,Electronics,2,20517,1,Charlie,South,Net Banking,01-07-24,41034,410.34,40623.66
S1548,Printer,Office Supplies,5,31207,21,Charlie,North,Cash,02-07-24,156035,32767.35,123267.65
S1549,Smartwatch,Electronics,9,39610,12,Frank,South,Cash,03-07-24,356490,42778.8,313711.2
S1550,Tablet,Accessories,4,17843,20,Grace,North,Credit Card,04-07-24,71372,14274.4,57097.6
S1551,Headphones,Office Supplies,6,39327,15,Hannah,East,Cash,05-07-24,235962,35394.3,200567.7
S1552,Tablet,Wearables,1,42152,27,David,North,Net Banking,06-07-24,42152,11381.04,30770.96
S1553,Tablet,Accessories,9,6155,1,Grace,West,UPI,07-07-24,55395,553.95,54841.05
S1554,Keyboard,Wearables,1,45359,10,Charlie,East,Cash,08-07-24,45359,4535.9,40823.1
S1555,Monitor,Electronics,5,15751,9,Charlie,North,Debit Card,09-07-24,78755,7087.95,71667.05
S1556,Keyboard,Accessories,4,1026,14,Grace,North,Debit Card,10-07-24,4104,574.56,3529.44
S1557,Smartwatch,Wearables,3,3724,16,Grace,North,UPI,11-07-24,11172,1787.52,9384.48
S1558,Tablet,Office Supplies,6,48337,7,Alice,North,Cash,12-07-24,290022,20301.54,269720.46
S1559,Monitor,Electronics,2,12036,17,David,North,Net Banking,13-07-24,24072,4092.24,19979.76
S1560,Keyboard,Wearables,3,29041,22,Hannah,North,Net Banking,14-07-24,87123,19167.06,67955.94
S1561,Tablet,Electronics,5,14047,8,Grace,West,Cash,15-07-24,70235,5618.8,64616.2
S1562,Smartphone,Wearables,9,35031,24,Grace,West,Credit Card,16-07-24,315279,75666.96,239612.04
S1563,Keyboard,Office Supplies,2,9212,7,Alice,West,Credit Card,17-07-24,18424,1289.68,17134.32
S1564,Monitor,Accessories,8,39065,26,David,North,Debit Card,18-07-24,312520,81255.2,231264.8
S1565,Keyboard,Wearables,2,9708,13,David,East,UPI,19-07-24,19416,2524.08,16891.92
S1566,Mouse,Electronics,5,5609,27,Eve,West,Debit Card,20-07-24,28045,7572.15,20472.85
S1567,Mouse,Office Supplies,7,49768,25,Bob,South,UPI,21-07-24,348376,87094,261282
S1568,Smartwatch,Accessories,8,35701,24,Bob,South,UPI,22-07-24,285608,68545.92,217062.08
S1569,Smartphone,Electronics,1,17467,17,Charlie,North,UPI,23-07-24,17467,2969.39,14497.61
S1570,Headphones,Office Supplies,6,30259,21,Frank,East,UPI,24-07-24,181554,38126.34,143427.66
S1571,Headphones,Electronics,1,20672,19,Frank,West,Net Banking,25-07-24,20672,3927.68,16744.32
S1572,Monitor,Office Supplies,2,37435,29,David,North,Cash,26-07-24,74870,21712.3,53157.7
S1573,Printer,Accessories,1,27089,19,Hannah,East,UPI,27-07-24,27089,5146.91,21942.09
S1574,Headphones,Accessories,5,30515,20,Bob,South,Cash,28-07-24,152575,30515,122060
S1575,Monitor,Electronics,9,29509,11,Eve,West,UPI,29-07-24,265581,29213.91,236367.09
S1576,Smartphone,Office Supplies,6,18273,18,Hannah,North,Net Banking,30-07-24,109638,19734.84,89903.16
S1577,Printer,Wearables,1,41625,13,Frank,North,Net Banking,31-07-24,41625,5411.25,36213.75
S1578,Printer,Accessories,1,26643,16,Grace,East,Cash,01-08-24,26643,4262.88,22380.12
S1579,Mouse,Wearables,2,6654,23,Grace,North,Cash,02-08-24,13308,3060.84,10247.16
S1580,Smartwatch,Wearables,9,22304,20,Bob,North,Debit Card,03-08-24,200736,40147.2,160588.8
S1581,Tablet,Electronics,3,42188,2,Frank,West,Debit Card,04-08-24,126564,2531.28,124032.72
S1582,Printer,Electronics,1,21081,25,Frank,South,Credit Card,05-08-24,21081,5270.25,15810.75
S1583,Laptop,Electronics,5,30587,29,Hannah,South,Debit Card,06-08-24,152935,44351.15,108583.85
S1584,Monitor,Office Supplies,7,33481,22,Charlie,East,Debit Card,07-08-24,234367,51560.74,182806.26
S1585,Printer,Accessories,6,4262,6,Eve,South,UPI,08-08-24,25572,1534.32,24037.68
S1586,Printer,Accessories,1,46667,16,Bob,East,Credit Card,09-08-24,46667,7466.72,39200.28
S1587,Camera,Wearables,5,10268,11,Charlie,West,Debit Card,10-08-24,51340,5647.4,45692.6
S1588,Laptop,Electronics,5,43908,8,Frank,East,Debit Card,11-08-24,219540,17563.2,201976.8
S1589,Camera,Office Supplies,6,39999,14,Bob,South,Cash,12-08-24,239994,33599.16,206394.84
S1590,Printer,Accessories,3,39059,17,David,North,Credit Card,13-08-24,117177,19920.09,97256.91
S1591,Tablet,Office Supplies,5,49090,20,Eve,West,Credit Card,14-08-24,245450,49090,196360
S1592,Laptop,Electronics,7,9283,12,Bob,South,Credit Card,15-08-24,64981,7797.72,57183.28
S1593,Mouse,Electronics,5,46889,29,Charlie,West,Cash,16-08-24,234445,67989.05,166455.95
S1594,Keyboard,Accessories,5,30281,20,Frank,East,Net Banking,17-08-24,151405,30281,121124
S1595,Printer,Wearables,5,31311,29,Charlie,South,Credit Card,18-08-24,156555,45400.95,111154.05
S1596,Printer,Wearables,3,49287,7,Grace,North,Credit Card,19-08-24,147861,10350.27,137510.73
S1597,Smartwatch,Electronics,1,35988,13,Grace,North,Cash,20-08-24,35988,4678.44,31309.56
S1598,Smartwatch,Electronics,5,9405,7,Charlie,North,Net Banking,21-08-24,47025,3291.75,43733.25
S1599,Camera,Wearables,9,9627,13,Grace,North,Credit Card,22-08-24,86643,11263.59,75379.41
S1600,Monitor,Electronics,1,22931,6,Grace,West,Credit Card,23-08-24,22931,1375.86,21555.14
S1601,Tablet,Accessories,3,49653,22,Charlie,South,UPI,24-08-24,148959,32770.98,116188.02
S1602,Monitor,Accessories,4,6868,11,Hannah,North,Net Banking,25-08-24,27472,3021.92,24450.08
S1603,Keyboard,Office Supplies,1,27924,10,Charlie,North,Debit Card,26-08-24,27924,2792.4,25131.6
S1604,Printer,Wearables,1,47324,21,Charlie,North,Credit Card,27-08-24,47324,9938.04,37385.96
S1605,Tablet,Electronics,8,45504,21,Hannah,East,Cash,28-08-24,364032,76446.72,287585.28
S1606,Laptop,Office Supplies,2,18833,10,Eve,South,UPI,29-08-24,37666,3766.6,33899.4
S1607,Printer,Accessories,8,23616,24,Charlie,West,Debit Card,30-08-24,188928,45342.72,143585.28
S1608,Mouse,Wearables,7,47719,21,Charlie,East,Debit Card,31-08-24,334033,70146.93,263886.07
S1609,Printer,Accessories,2,43701,27,Frank,East,UPI,01-09-24,87402,23598.54,63803.46
S1610,Headphones,Electronics,6,16025,28,Hannah,West,Cash,02-09-24,96150,26922,69228
S1611,Tablet,Office Supplies,6,23898,12,Alice,North,Debit Card,03-09-24,143388,17206.56,126181.44
S1612,Headphones,Electronics,3,33357,17,Frank,North,Debit Card,04-09-24,100071,17012.07,83058.93
S1613,Camera,Electronics,2,10861,1,Alice,South,Net Banking,05-09-24,21722,217.22,21504.78
S1614,Smartwatch,Wearables,1,16869,28,Hannah,North,Debit Card,06-09-24,16869,4723.32,12145.68
S1615,Laptop,Wearables,6,3541,20,Charlie,East,Credit Card,07-09-24,21246,4249.2,16996.8
S1616,Printer,Electronics,5,605,14,David,East,Credit Card,08-09-24,3025,423.5,2601.5
S1617,Camera,Wearables,9,9578,19,Grace,East,UPI,09-09-24,86202,16378.38,69823.62
S1618,Camera,Office Supplies,1,25503,26,Hannah,West,UPI,10-09-24,25503,6630.78,18872.22
S1619,Laptop,Office Supplies,7,6590,17,Grace,North,Cash,11-09-24,46130,7842.1,38287.9
S1620,Smartphone,Electronics,5,39350,14,Hannah,North,Cash,12-09-24,196750,27545,169205
S1621,Printer,Office Supplies,5,2425,18,Grace,North,Net Banking,13-09-24,12125,2182.5,9942.5
S1622,Headphones,Electronics,2,18940,22,Hannah,North,UPI,14-09-24,37880,8333.6,29546.4
S1623,Tablet,Office Supplies,3,40185,23,Hannah,South,Net Banking,15-09-24,120555,27727.65,92827.35
S1624,Headphones,Accessories,7,26515,11,Charlie,South,Cash,16-09-24,185605,20416.55,165188.45
S1625,Laptop,Electronics,6,33820,12,Bob,East,Debit Card,17-09-24,202920,24350.4,178569.6
S1626,Keyboard,Office Supplies,2,25791,21,Alice,East,Net Banking,18-09-24,51582,10832.22,40749.78
S1627,Printer,Accessories,6,37179,10,David,West,Debit Card,19-09-24,223074,22307.4,200766.6
S1628,Mouse,Electronics,2,26789,4,Eve,East,Net Banking,20-09-24,53578,2143.12,51434.88
S1629,Monitor,Office Supplies,2,3889,28,Alice,North,Net Banking,21-09-24,7778,2177.84,5600.16
S1630,Tablet,Office Supplies,2,26183,0,Eve,East,Cash,22-09-24,52366,0,52366
S1631,Mouse,Accessories,3,14129,23,David,East,Net Banking,23-09-24,42387,9749.01,32637.99
S1632,Mouse,Wearables,2,25326,2,Eve,South,Cash,24-09-24,50652,1013.04,49638.96
S1633,Printer,Wearables,4,35698,21,Charlie,North,Net Banking,25-09-24,142792,29986.32,112805.68
S1634,Keyboard,Accessories,9,27130,18,Hannah,West,Net Banking,26-09-24,244170,43950.6,200219.4
S1635,Printer,Accessories,6,33726,22,Hannah,West,UPI,27-09-24,202356,44518.32,157837.68
S1636,Keyboard,Electronics,1,46663,28,Bob,West,UPI,28-09-24,46663,13065.64,33597.36
S1637,Smartphone,Wearables,8,33475,29,Bob,East,Cash,29-09-24,267800,77662,190138
S1638,Tablet,Electronics,7,1399,6,Eve,West,Net Banking,30-09-24,9793,587.58,9205.42
S1639,Laptop,Office Supplies,3,12153,11,Frank,West,Debit Card,01-10-24,36459,4010.49,32448.51
S1640,Smartwatch,Accessories,1,28461,14,Alice,West,Credit Card,02-10-24,28461,3984.54,24476.46
S1641,Laptop,Electronics,5,16905,24,Hannah,South,Cash,03-10-24,84525,20286,64239
S1642,Mouse,Accessories,4,9101,4,David,North,UPI,04-10-24,36404,1456.16,34947.84
S1643,Monitor,Electronics,8,34162,14,Grace,South,UPI,05-10-24,273296,38261.44,235034.56
S1644,Smartphone,Office Supplies,1,33782,7,Bob,North,Cash,06-10-24,33782,2364.74,31417.26
S1645,Laptop,Office Supplies,1,21788,9,David,South,UPI,07-10-24,21788,1960.92,19827.08
S1646,Laptop,Wearables,4,30045,25,Eve,North,Debit Card,08-10-24,120180,30045,90135
S1647,Monitor,Wearables,8,37377,15,Alice,West,UPI,09-10-24,299016,44852.4,254163.6
S1648,Monitor,Office Supplies,5,46526,7,Hannah,West,Credit Card,10-10-24,232630,16284.1,216345.9
S1649,Laptop,Electronics,2,15813,0,Eve,West,Credit Card,11-10-24,31626,0,31626
S1650,Camera,Accessories,6,15849,11,Frank,South,Net Banking,12-10-24,95094,10460.34,84633.66
S1651,Headphones,Office Supplies,5,7679,4,Bob,West,Debit Card,13-10-24,38395,1535.8,36859.2
S1652,Monitor,Office Supplies,2,10826,2,Hannah,East,UPI,14-10-24,21652,433.04,21218.96
S1653,Headphones,Electronics,3,45055,0,Bob,North,UPI,15-10-24,135165,0,135165
S1654,Tablet,Office Supplies,9,2060,3,David,South,Cash,16-10-24,18540,556.2,17983.8
S1655,Smartphone,Office Supplies,7,14112,7,David,West,Net Banking,17-10-24,98784,6914.88,91869.12
S1656,Camera,Electronics,7,18150,2,Frank,West,Credit Card,18-10-24,127050,2541,124509
S1657,Monitor,Office Supplies,6,27245,9,Grace,North,Cash,19-10-24,163470,14712.3,148757.7
S1658,Tablet,Wearables,8,32390,1,Charlie,West,Cash,20-10-24,259120,2591.2,256528.8
S1659,Keyboard,Wearables,4,20522,10,Charlie,West,UPI,21-10-24,82088,8208.8,73879.2
S1660,Mouse,Wearables,8,5280,24,David,North,Credit Card,22-10-24,42240,10137.6,32102.4
S1661,Headphones,Wearables,4,18811,9,David,North,Cash,23-10-24,75244,6771.96,68472.04
S1662,Camera,Office Supplies,8,28880,20,Alice,East,UPI,24-10-24,231040,46208,184832
S1663,Camera,Accessories,9,45162,13,Frank,East,Net Banking,25-10-24,406458,52839.54,353618.46
S1664,Smartphone,Wearables,3,2856,6,Eve,North,Debit Card,26-10-24,8568,514.08,8053.92
S1665,Headphones,Wearables,3,5290,26,Charlie,South,Credit Card,27-10-24,15870,4126.2,11743.8
S1666,Keyboard,Office Supplies,2,27411,26,Frank,East,Net Banking,28-10-24,54822,14253.72,40568.28
S1667,Smartphone,Office Supplies,3,49958,1,Eve,North,UPI,29-10-24,149874,1498.74,148375.26
S1668,Camera,Electronics,3,24863,8,Eve,West,Debit Card,30-10-24,74589,5967.12,68621.88
S1669,Laptop,Wearables,5,20549,15,Eve,South,Cash,31-10-24,102745,15411.75,87333.25
S1670,Keyboard,Electronics,5,10681,12,Bob,West,Net Banking,01-11-24,53405,6408.6,46996.4
S1671,Camera,Wearables,2,40325,8,Charlie,East,Cash,02-11-24,80650,6452,74198
S1672,Printer,Accessories,6,16582,19,Grace,West,Cash,03-11-24,99492,18903.48,80588.52
S1673,Printer,Office Supplies,5,1161,3,Alice,South,Debit Card,04-11-24,5805,174.15,5630.85
S1674,Monitor,Office Supplies,6,37912,21,Eve,North,Debit Card,05-11-24,227472,47769.12,179702.88
S1675,Smartphone,Electronics,1,48979,9,Charlie,North,Cash,06-11-24,48979,4408.11,44570.89
S1676,Camera,Electronics,5,3420,25,Charlie,South,Cash,07-11-24,17100,4275,12825
S1677,Monitor,Office Supplies,9,26158,25,David,West,Debit Card,08-11-24,235422,58855.5,176566.5
S1678,Smartphone,Office Supplies,2,49270,21,Charlie,West,UPI,09-11-24,98540,20693.4,77846.6
S1679,Keyboard,Office Supplies,1,14525,11,Frank,South,Credit Card,10-11-24,14525,1597.75,12927.25
S1680,Camera,Wearables,9,9446,16,David,North,Cash,11-11-24,85014,13602.24,71411.76
S1681,Smartphone,Wearables,9,29206,13,Grace,West,Debit Card,12-11-24,262854,34171.02,228682.98
S1682,Camera,Accessories,9,46000,13,Hannah,East,Net Banking,13-11-24,414000,53820,360180
S1683,Laptop,Wearables,6,39504,24,Charlie,South,Net Banking,14-11-24,237024,56885.76,180138.24
S1684,Mouse,Office Supplies,8,16809,1,Eve,East,UPI,15-11-24,134472,1344.72,133127.28
S1685,Smartwatch,Wearables,1,46786,20,Grace,East,UPI,16-11-24,46786,9357.2,37428.8
S1686,Printer,Electronics,4,33620,24,Grace,North,Net Banking,17-11-24,134480,32275.2,102204.8
S1687,Mouse,Office Supplies,1,30527,19,Hannah,South,UPI,18-11-24,30527,5800.13,24726.87
S1688,Smartphone,Wearables,8,7505,10,Bob,West,Cash,19-11-24,60040,6004,54036
S1689,Smartwatch,Office Supplies,1,47304,15,Bob,West,Debit Card,20-11-24,47304,7095.6,40208.4
S1690,Mouse,Electronics,3,49810,18,Grace,South,Credit Card,21-11-24,149430,26897.4,122532.6
S1691,Laptop,Electronics,4,1456,22,Eve,North,Debit Card,22-11-24,5824,1281.28,4542.72
S1692,Printer,Wearables,8,35339,5,Frank,West,Debit Card,23-11-24,282712,14135.6,268576.4
S1693,Tablet,Office Supplies,6,9095,23,Hannah,West,UPI,24-11-24,54570,12551.1,42018.9
S1694,Smartphone,Accessories,7,48408,18,Hannah,West,Credit Card,25-11-24,338856,60994.08,277861.92
S1695,Printer,Electronics,8,13303,4,Frank,North,Cash,26-11-24,106424,4256.96,102167.04
S1696,Mouse,Accessories,2,26463,25,Alice,West,Net Banking,27-11-24,52926,13231.5,39694.5
S1697,Tablet,Wearables,8,36721,3,Bob,West,Cash,28-11-24,293768,8813.04,284954.96
S1698,Headphones,Electronics,3,39943,14,Hannah,East,UPI,29-11-24,119829,16776.06,103052.94
S1699,Printer,Accessories,7,34223,28,Frank,North,Net Banking,30-11-24,239561,67077.08,172483.92
S1700,Headphones,Electronics,3,39563,3,Bob,West,Cash,01-12-24,118689,3560.67,115128.33
S1701,Smartwatch,Accessories,7,49189,19,Grace,North,Debit Card,02-12-24,344323,65421.37,278901.63
S1702,Keyboard,Office Supplies,2,15782,9,David,North,UPI,03-12-24,31564,2840.76,28723.24
S1703,Camera,Office Supplies,6,5203,23,Grace,West,Credit Card,04-12-24,31218,7180.14,24037.86
S1704,Smartwatch,Wearables,3,7063,21,David,West,Debit Card,05-12-24,21189,4449.69,16739.31
S1705,Tablet,Electronics,3,26349,2,Hannah,North,Credit Card,06-12-24,79047,1580.94,77466.06
S1706,Tablet,Accessories,9,32360,25,Eve,North,Net Banking,07-12-24,291240,72810,218430
S1707,Printer,Wearables,7,32085,4,Frank,North,Credit Card,08-12-24,224595,8983.8,215611.2
S1708,Camera,Office Supplies,5,22515,5,Eve,East,Debit Card,09-12-24,112575,5628.75,106946.25
S1709,Keyboard,Office Supplies,7,12503,20,Frank,South,Credit Card,10-12-24,87521,17504.2,70016.8
S1710,Mouse,Wearables,9,44085,21,Charlie,West,UPI,11-12-24,396765,83320.65,313444.35
S1711,Monitor,Electronics,1,27458,7,Hannah,East,UPI,12-12-24,27458,1922.06,25535.94
S1712,Smartphone,Accessories,7,26517,6,Frank,East,Debit Card,13-12-24,185619,11137.14,174481.86
S1713,Keyboard,Office Supplies,6,11671,20,Alice,North,Cash,14-12-24,70026,14005.2,56020.8
S1714,Tablet,Wearables,9,45850,9,Alice,South,Credit Card,15-12-24,412650,37138.5,375511.5
S1715,Monitor,Office Supplies,1,12701,5,Bob,West,Debit Card,16-12-24,12701,635.05,12065.95
S1716,Tablet,Office Supplies,4,29926,13,Hannah,East,Credit Card,17-12-24,119704,15561.52,104142.48
S1717,Camera,Accessories,9,18278,3,Alice,West,Debit Card,18-12-24,164502,4935.06,159566.94
S1718,Camera,Electronics,4,45741,27,Bob,East,Credit Card,19-12-24,182964,49400.28,133563.72
S1719,Printer,Electronics,3,42729,24,Charlie,West,Cash,20-12-24,128187,30764.88,97422.12
S1720,Mouse,Accessories,9,21616,12,Hannah,North,Debit Card,21-12-24,194544,23345.28,171198.72
S1721,Laptop,Wearables,2,48864,19,Hannah,North,UPI,22-12-24,97728,18568.32,79159.68
S1722,Tablet,Wearables,4,33797,16,Alice,South,Cash,23-12-24,135188,21630.08,113557.92
S1723,Mouse,Electronics,6,19842,22,Grace,North,UPI,24-12-24,119052,26191.44,92860.56
S1724,Headphones,Office Supplies,2,27990,6,David,East,Cash,25-12-24,55980,3358.8,52621.2
S1725,Tablet,Office Supplies,8,20475,3,Charlie,East,UPI,26-12-24,163800,4914,158886
S1726,Monitor,Wearables,8,27223,28,Eve,East,Cash,27-12-24,217784,60979.52,156804.48
S1727,Mouse,Accessories,1,23779,13,Charlie,East,Credit Card,28-12-24,23779,3091.27,20687.73
S1728,Keyboard,Office Supplies,3,13265,2,Eve,North,UPI,29-12-24,39795,795.9,38999.1
S1729,Mouse,Wearables,9,47178,23,Bob,North,Credit Card,30-12-24,424602,97658.46,326943.54
S1730,Keyboard,Accessories,5,12061,4,Frank,South,Debit Card,31-12-24,60305,2412.2,57892.8
S1731,Camera,Electronics,6,42399,15,Eve,West,Credit Card,01-01-25,254394,38159.1,216234.9
S1732,Keyboard,Accessories,4,1025,25,Bob,South,UPI,02-01-25,4100,1025,3075
S1733,Smartwatch,Electronics,2,23361,22,Frank,West,Cash,03-01-25,46722,10278.84,36443.16
S1734,Laptop,Wearables,8,49653,19,Charlie,North,Credit Card,04-01-25,397224,75472.56,321751.44
S1735,Smartwatch,Accessories,6,33642,3,Alice,East,Net Banking,05-01-25,201852,6055.56,195796.44
S1736,Monitor,Wearables,5,27416,23,Grace,South,Cash,06-01-25,137080,31528.4,105551.6
S1737,Smartphone,Electronics,9,45465,29,Eve,South,Debit Card,07-01-25,409185,118663.65,290521.35
S1738,Monitor,Office Supplies,1,5148,23,David,North,Debit Card,08-01-25,5148,1184.04,3963.96
S1739,Printer,Office Supplies,5,35633,1,Grace,West,UPI,09-01-25,178165,1781.65,176383.35
S1740,Tablet,Electronics,6,31023,29,Bob,South,Cash,10-01-25,186138,53980.02,132157.98
S1741,Smartwatch,Office Supplies,5,29552,17,Bob,West,Credit Card,11-01-25,147760,25119.2,122640.8
S1742,Monitor,Office Supplies,6,34914,18,Alice,South,Credit Card,12-01-25,209484,37707.12,171776.88
S1743,Tablet,Accessories,6,33281,27,David,East,Debit Card,13-01-25,199686,53915.22,145770.78
S1744,Tablet,Accessories,7,5099,27,Hannah,North,Cash,14-01-25,35693,9637.11,26055.89
S1745,Tablet,Office Supplies,4,35546,18,Bob,West,Cash,15-01-25,142184,25593.12,116590.88
S1746,Laptop,Accessories,8,47564,16,Charlie,North,Debit Card,16-01-25,380512,60881.92,319630.08
S1747,Smartphone,Electronics,7,36423,13,David,North,Credit Card,17-01-25,254961,33144.93,221816.07
S1748,Keyboard,Accessories,9,41589,18,Hannah,West,Debit Card,18-01-25,374301,67374.18,306926.82
S1749,Monitor,Accessories,7,4314,21,Alice,West,Cash,19-01-25,30198,6341.58,23856.42
S1750,Printer,Accessories,3,46393,23,Alice,South,Credit Card,20-01-25,139179,32011.17,107167.83
S1751,Monitor,Wearables,3,36484,12,Frank,West,Net Banking,21-01-25,109452,13134.24,96317.76
S1752,Keyboard,Electronics,8,27116,11,Bob,North,Debit Card,22-01-25,216928,23862.08,193065.92
S1753,Camera,Office Supplies,5,2613,29,Grace,North,Cash,23-01-25,13065,3788.85,9276.15
S1754,Mouse,Office Supplies,4,43506,25,Charlie,West,Cash,24-01-25,174024,43506,130518
S1755,Tablet,Wearables,8,14260,5,Hannah,West,UPI,25-01-25,114080,5704,108376
S1756,Smartwatch,Accessories,6,22427,20,Bob,South,UPI,26-01-25,134562,26912.4,107649.6
S1757,Smartwatch,Electronics,2,21439,3,David,South,Debit Card,27-01-25,42878,1286.34,41591.66
S1758,Mouse,Electronics,4,32919,18,Grace,South,Credit Card,28-01-25,131676,23701.68,107974.32
S1759,Printer,Office Supplies,4,13088,15,Bob,North,Net Banking,29-01-25,52352,7852.8,44499.2
S1760,Smartwatch,Wearables,6,36642,12,Bob,West,Net Banking,30-01-25,219852,26382.24,193469.76
S1761,Mouse,Wearables,6,39698,3,Bob,East,Credit Card,31-01-25,238188,7145.64,231042.36
S1762,Mouse,Wearables,1,45238,29,Frank,West,UPI,01-02-25,45238,13119.02,32118.98
S1763,Tablet,Wearables,8,33897,22,Frank,West,Cash,02-02-25,271176,59658.72,211517.28
S1764,Keyboard,Electronics,6,17153,16,Eve,South,UPI,03-02-25,102918,16466.88,86451.12
S1765,Keyboard,Accessories,3,11331,22,Charlie,East,Debit Card,04-02-25,33993,7478.46,26514.54
S1766,Keyboard,Office Supplies,9,6224,0,Grace,West,UPI,05-02-25,56016,0,56016
S1767,Monitor,Electronics,2,11583,17,Charlie,East,Credit Card,06-02-25,23166,3938.22,19227.78
S1768,Smartphone,Wearables,8,46417,19,Charlie,East,Debit Card,07-02-25,371336,70553.84,300782.16
S1769,Monitor,Wearables,3,20316,16,Bob,West,Credit Card,08-02-25,60948,9751.68,51196.32
S1770,Mouse,Office Supplies,5,42740,26,Alice,South,Debit Card,09-02-25,213700,55562,158138
S1771,Smartphone,Accessories,6,6776,27,Charlie,South,Cash,10-02-25,40656,10977.12,29678.88
S1772,Smartwatch,Accessories,6,48903,26,Hannah,West,UPI,11-02-25,293418,76288.68,217129.32
S1773,Headphones,Accessories,4,39163,14,Frank,East,Credit Card,12-02-25,156652,21931.28,134720.72
S1774,Monitor,Wearables,3,14494,10,David,East,Debit Card,13-02-25,43482,4348.2,39133.8
S1775,Monitor,Electronics,4,23999,24,Charlie,South,UPI,14-02-25,95996,23039.04,72956.96
S1776,Tablet,Electronics,1,23540,27,Grace,South,Net Banking,15-02-25,23540,6355.8,17184.2
S1777,Keyboard,Accessories,4,43820,21,Hannah,South,Credit Card,16-02-25,175280,36808.8,138471.2
S1778,Camera,Office Supplies,1,17459,12,David,East,Cash,17-02-25,17459,2095.08,15363.92
S1779,Smartwatch,Accessories,1,6599,0,Bob,East,Debit Card,18-02-25,6599,0,6599
S1780,Camera,Accessories,6,42767,16,Bob,South,Credit Card,19-02-25,256602,41056.32,215545.68
S1781,Keyboard,Office Supplies,5,20076,5,Charlie,South,Credit Card,20-02-25,100380,5019,95361
S1782,Smartphone,Accessories,4,36446,3,Bob,East,Net Banking,21-02-25,145784,4373.52,141410.48
S1783,Monitor,Office Supplies,3,6616,19,Grace,North,Cash,22-02-25,19848,3771.12,16076.88
S1784,Keyboard,Office Supplies,1,16063,15,Frank,East,Net Banking,23-02-25,16063,2409.45,13653.55
S1785,Monitor,Electronics,6,27288,14,Grace,West,Debit Card,24-02-25,163728,22921.92,140806.08
S1786,Mouse,Office Supplies,2,27428,26,Frank,West,UPI,25-02-25,54856,14262.56,40593.44
S1787,Headphones,Accessories,8,36836,14,Charlie,East,Credit Card,26-02-25,294688,41256.32,253431.68
S1788,Keyboard,Office Supplies,5,10347,5,David,West,Debit Card,27-02-25,51735,2586.75,49148.25
S1789,Laptop,Accessories,7,26655,14,Eve,North,Debit Card,28-02-25,186585,26121.9,160463.1
S1790,Smartwatch,Office Supplies,2,14635,13,Bob,North,Cash,01-03-25,29270,3805.1,25464.9
S1791,Headphones,Electronics,8,18274,27,David,North,Credit Card,02-03-25,146192,39471.84,106720.16
S1792,Keyboard,Accessories,2,2242,10,Eve,West,Net Banking,03-03-25,4484,448.4,4035.6
S1793,Laptop,Accessories,4,18809,6,Alice,South,UPI,04-03-25,75236,4514.16,70721.84
S1794,Laptop,Accessories,1,1119,8,Eve,North,Credit Card,05-03-25,1119,89.52,1029.48
S1795,Smartwatch,Office Supplies,5,18158,25,David,North,Credit Card,06-03-25,90790,22697.5,68092.5
S1796,Keyboard,Electronics,9,35207,15,David,South,UPI,07-03-25,316863,47529.45,269333.55
S1797,Headphones,Electronics,1,20837,4,Grace,East,Debit Card,08-03-25,20837,833.48,20003.52
S1798,Tablet,Electronics,9,16501,24,Eve,South,Net Banking,09-03-25,148509,35642.16,112866.84
S1799,Smartphone,Electronics,8,1468,19,Alice,East,Credit Card,10-03-25,11744,2231.36,9512.64
S1800,Laptop,Office Supplies,6,48114,28,David,East,Debit Card,11-03-25,288684,80831.52,207852.48
S1801,Camera,Accessories,7,26392,9,Hannah,South,Cash,12-03-25,184744,16626.96,168117.04
S1802,Keyboard,Wearables,3,26119,17,Grace,North,Debit Card,13-03-25,78357,13320.69,65036.31
S1803,Tablet,Electronics,1,781,2,Bob,East,UPI,14-03-25,781,15.62,765.38
S1804,Tablet,Wearables,5,27920,12,David,South,Net Banking,15-03-25,139600,16752,122848
S1805,Tablet,Office Supplies,2,15860,10,Hannah,North,UPI,16-03-25,31720,3172,28548
S1806,Mouse,Office Supplies,5,39530,16,Bob,East,Cash,17-03-25,197650,31624,166026
S1807,Headphones,Wearables,8,1558,29,Alice,West,Debit Card,18-03-25,12464,3614.56,8849.44
S1808,Laptop,Accessories,9,21177,29,Frank,North,Credit Card,19-03-25,190593,55271.97,135321.03
S1809,Keyboard,Wearables,2,11224,21,Frank,South,Cash,20-03-25,22448,4714.08,17733.92
